,symbol,market,opening_time,exact_opening_time,opening_price,trade_direction,id,closing_time,closing_price,number_of_take_profit_touches,reason_for_closing,is_closed,is_successful,PnL_ratio,fees,taxes,n_shares,invested_budget,is_analyzed,gain,stat_Vola(22)_1d,stat_market_index_change(t_1)_ratio_1d,stat_vix_change(t_1)_ratio_1d,stat_gold_futures_change(t_1)_ratio_1d,stat_treasuries_20years_change(t_1)_ratio_1d,stat_russel_2000_change(t_1)_ratio_1d,stat_ATR_1d,stat_ATR,duration
23,MSFT,US,2019-03-18 09:30:00-04:00,2019-03-18 09:30:00-04:00,110.75813708434268,-1,US-MSFT-20190318-093000,2019-03-21 09:30:00-04:00,114.6768,0,Stop loss at daily close,True,0,-0.03538036137853463,,,0,0,False,0,0.1322737305144389,0.0049849029002739,-0.0459259174488209,0.0064945293455269,0.0066142589729851,0.0025167292901553,1.5845421499234298,1.5845421499234316,3
24,AAPL,US,2019-03-19 09:30:00-04:00,2019-03-19 09:30:00-04:00,45.37758558351101,-1,US-AAPL-20190319-093000,2019-03-21 09:30:00-04:00,47.0249,0,Stop loss at daily close,True,0,-0.036302381347666626,,,0,0,False,0,0.1540177781152916,0.0037059469012648,0.0170807659218998,-0.00115225068654,-0.000575021738115,0.0066879606493486,0.6689076181646673,0.6689076181646656,2
25,NVDA,US,2019-03-20 09:30:00-04:00,2019-03-20 09:30:00-04:00,43.910763953094886,-1,US-NVDA-20190320-093000,2019-03-21 09:30:00-04:00,45.6863,0,Stop loss at daily close,True,0,-0.04043509807303124,,,0,0,False,0,0.3653760100006846,-0.0001305615560248,0.0351145057062483,0.0036145128011881,-0.0022188572926918,-0.005716408771191,1.435318952891781,1.4353189528917807,1
26,AAPL,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,47.08515622182647,1,US-AAPL-20190322-093000,2019-03-25 09:30:00-04:00,45.4715,0,Stop loss at daily close,True,0,-0.03427101769025158,,,0,0,False,0,0.192568206398033,0.0108524810499543,-0.0201293843308908,0.0043060173671183,0.0022009099518489,0.0124744028964129,0.8148561813071783,0.8148561813071767,3
27,MSFT,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,113.98996665328944,1,US-MSFT-20190322-093000,2019-04-18 09:30:00-04:00,117.3803,1,Take Profit at Close,True,1,0.029742383880351164,,,0,0,False,0,0.1476035775176727,0.0108524810499543,-0.0201293843308908,0.0043060173671183,0.0022009099518489,0.0124744028964129,1.7594420975942069,1.7594420975942089,27
28,AMZN,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,90.48587202072143,-1,US-AMZN-20190322-093000,2019-04-17 09:30:00-04:00,93.6729,0,Stop Loss at Open,True,0,-0.03522127717958813,,,0,0,False,0,0.197652911910435,0.0108524810499543,-0.0201293843308908,0.0043060173671183,0.0022009099518489,0.0124744028964129,1.6255857886593883,1.6255857886593885,26
29,NVDA,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,45.413047969555,1,US-NVDA-20190322-093000,2019-03-25 09:30:00-04:00,43.6575,0,Stop Loss at Open,True,0,-0.038657347349420945,,,0,0,False,0,0.4003864661911946,0.0108524810499543,-0.0201293843308908,0.0043060173671183,0.0022009099518489,0.0124744028964129,1.5367426291576525,1.5367426291576527,3
30,GOOG,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,61.33133089256287,1,US-GOOG-20190322-093000,2019-03-26 09:30:00-04:00,59.2162,0,Stop loss at daily close,True,0,-0.03448695571710398,,,0,0,False,0,0.1720455668180795,0.0108524810499543,-0.0201293843308908,0.0043060173671183,0.0022009099518489,0.0124744028964129,0.9601284276890226,0.9601284276890222,4
31,NVDA,US,2019-03-26 09:30:00-04:00,2019-03-26 09:30:00-04:00,44.55870035279525,-1,US-NVDA-20190326-093000,2019-04-03 09:30:00-04:00,45.9495,0,Stop Loss at Open,True,0,-0.031212751633082673,,,0,0,False,0,0.4274838760168177,-0.0008390206584756,-0.0091019188529611,0.0078530413387081,0.0016014423275885,0.004608439494615,1.5900467879449736,1.5900467879449731,8
32,AAPL,US,2019-03-27 09:30:00-04:00,2019-03-27 09:30:00-04:00,45.47394614950139,-1,US-AAPL-20190327-093000,2019-04-03 09:30:00-04:00,47.0876,0,Stop loss at daily close,True,0,-0.03548523906840023,,,0,0,False,0,0.2220249841506037,0.0071827258623062,-0.1010410058933919,-0.0057492816745398,-0.0007191530643612,0.0101199441732819,1.0012325473018602,1.001232547301859,7
33,GOOG,US,2019-03-27 09:30:00-04:00,2019-03-27 09:30:00-04:00,59.26018277549744,-1,US-GOOG-20190327-093000,2019-04-15 09:30:00-04:00,61.0703,0,Stop loss at daily close,True,0,-0.030545252135992382,,,0,0,False,0,0.1868305438043968,0.0071827258623062,-0.1010410058933919,-0.0057492816745398,-0.0007191530643612,0.0101199441732819,1.0202149722103424,1.020214972210342,19
34,NVDA,US,2019-04-04 09:30:00-04:00,2019-04-04 09:30:00-04:00,46.67131618927497,-1,US-NVDA-20190404-093000,2019-04-26 09:30:00-04:00,44.884,1,Take Profit at Open,True,1,0.03829581711444623,,,0,0,False,0,0.423020983067415,0.0021483768817243,0.028443123069318,-7.750045421506258e-05,-0.0086676684996337,0.0048863647883734,1.4701540737362997,1.4701540737362995,22
35,AAPL,US,2019-04-05 09:30:00-04:00,2019-04-05 09:30:00-04:00,47.35270606083848,1,US-AAPL-20190405-093000,2019-04-17 09:30:00-04:00,48.7611,1,Take Profit at Close,True,1,0.029742628380139968,,,0,0,False,0,0.2181563766608422,0.0020846350796801,-0.0116448216941337,-0.0006977474199765,0.0028335922965019,0.0042154614363443,0.8733737091286699,0.873373709128669,12
36,GOOG,US,2019-04-16 09:30:00-04:00,2019-04-16 09:30:00-04:00,61.26531250000001,1,US-GOOG-20190416-093000,2019-04-23 09:30:00-04:00,63.0875,1,Take Profit at Close,True,1,0.029742564358910126,,,0,0,False,0,0.1539262013174328,-0.0006293691084816,0.0258117785207772,-0.0029443102663064,0.0025270232925835,-0.003552501709585,0.7821201620210645,0.7821201620210639,7
37,AMZN,US,2019-04-18 09:30:00-04:00,2019-04-18 09:30:00-04:00,93.41613902664186,-1,US-AMZN-20190418-093000,2019-04-24 09:30:00-04:00,96.2741,0,Stop Loss at Open,True,0,-0.030593867431655132,,,0,0,False,0,0.1651409506107937,-0.0022738117853239,0.034482764020578,-0.0003143363364267,0.0004095153803884,-0.0095970173564901,1.2405900105725731,1.2405900105725745,6
38,AAPL,US,2019-04-22 09:30:00-04:00,2019-04-22 09:30:00-04:00,48.890560884484735,1,US-AAPL-20190422-093000,2019-05-01 09:30:00-04:00,50.5646,1,Take Profit at Open,True,1,0.0342405381576736,,,0,0,False,0,0.188873083383511,0.0015790922795098,-0.0404762074159832,-0.0002357544170129,0.0052343293526373,-0.0011801324411516,0.7806775987504142,0.7806775987504129,9
39,MSFT,US,2019-04-22 09:30:00-04:00,2019-04-22 09:30:00-04:00,116.96613381240424,1,US-MSFT-20190422-093000,2019-04-25 09:30:00-04:00,124.0011,1,Take Profit at Open,True,1,0.06014532547411343,,,0,0,False,0,0.1492543296644684,0.0015790922795098,-0.0404762074159832,-0.0002357544170129,0.0052343293526373,-0.0011801324411516,1.428818646171902,1.4288186461719035,3
40,GOOG,US,2019-04-24 09:30:00-04:00,2019-04-24 09:30:00-04:00,63.190199781417846,-1,US-GOOG-20190424-093000,2019-04-30 09:30:00-04:00,59.2648,1,Take Profit at Open,True,1,0.06212038884188138,,,0,0,False,0,0.1425633514598513,0.008841205788409,-0.011272169280415,-0.0032979593026108,0.0021256976280021,0.0160572332315689,0.7791477001595054,0.7791477001595042,6
41,AMZN,US,2019-04-26 09:30:00-04:00,2019-04-26 09:30:00-04:00,96.42588444900514,-1,US-AMZN-20190426-093000,2019-05-13 09:30:00-04:00,91.851,1,Take Profit at Open,True,1,0.04744456817945568,,,0,0,False,0,0.1274716977755376,-0.0003689736527457,0.0083713587369229,0.0002352401631713,-0.0014564353435642,-0.0078834978828914,1.3233414486741888,1.3233414486741908,17
42,MSFT,US,2019-04-29 09:30:00-04:00,2019-04-29 09:30:00-04:00,123.84848823363365,-1,US-MSFT-20190429-093000,2019-05-07 09:30:00-04:00,120.1631,1,Take Profit at Close,True,1,0.029757232294037816,,,0,0,False,0,0.1389172824330344,0.0046852921407636,-0.0392453175670696,0.0071327600232466,0.0034036729709374,0.0090695281163195,1.746469224845594,1.7464692248455966,8
43,NVDA,US,2019-05-01 09:30:00-04:00,2019-05-01 09:30:00-04:00,45.45737153652611,-1,US-NVDA-20190501-093000,2019-05-06 09:30:00-04:00,43.59,1,Take Profit at Open,True,1,0.04107961972736652,,,0,0,False,0,0.2762924902303082,0.0009514170090862,0.0007627939850283,0.0032849001426444,0.0051208639474564,-0.0044733504839898,1.3717439492202883,1.3717439492202876,5
44,GOOG,US,2019-05-01 09:30:00-04:00,2019-05-01 09:30:00-04:00,59.41735077762604,1,US-GOOG-20190501-093000,2019-05-13 09:30:00-04:00,57.0837,0,Stop Loss at Open,True,0,-0.0392755777072577,,,0,0,False,0,0.2937814366688405,0.0009514170090862,0.0007627939850283,0.0032849001426444,0.0051208639474564,-0.0044733504839898,1.1396206100815376,1.1396206100815371,12
45,AAPL,US,2019-05-02 09:30:00-04:00,2019-05-02 09:30:00-04:00,50.580271899301735,1,US-AAPL-20190502-093000,2019-05-07 09:30:00-04:00,48.8734,0,Stop loss at daily close,True,0,-0.03374580316017048,,,0,0,False,0,0.211113435877064,-0.0075021630814213,0.1280488048650765,-0.0010913816345279,0.0041252243123348,-0.0093199240947122,0.9689425025647148,0.9689425025647138,5
46,NVDA,US,2019-05-07 09:30:00-04:00,2019-05-07 09:30:00-04:00,44.186052873597156,1,US-NVDA-20190507-093000,2019-05-08 09:30:00-04:00,42.6993,0,Stop Loss at Open,True,0,-0.03364756018941773,,,0,0,False,0,0.2562876255060629,-0.0044709884287563,0.1996891777526674,0.0019543465411406,0.0027498107478756,0.0005947639594823,1.3855223303474251,1.3855223303474236,1
47,AAPL,US,2019-05-08 09:30:00-04:00,2019-05-08 09:30:00-04:00,48.64206488674037,-1,US-AAPL-20190508-093000,2019-05-13 09:30:00-04:00,45.4203,1,Take Profit at Open,True,1,0.0662341307722447,,,0,0,False,0,0.2449825285235742,-0.0165116513924233,0.2512953510290572,0.0014044229513148,0.0076609524249611,-0.0202293045549193,1.0874251073123395,1.087425107312339,5
48,MSFT,US,2019-05-09 09:30:00-04:00,2019-05-09 09:30:00-04:00,118.55911659675182,1,US-MSFT-20190509-093000,2019-05-16 09:30:00-04:00,122.0854,1,Take Profit at Close,True,1,0.029742827919694504,,,0,0,False,0,0.1944710501304756,-0.0016054253132695,0.0041407828659276,-0.0031943713174424,-0.0043214952601532,-0.0046388429693409,2.0217260782061253,2.021726078206128,7
49,AAPL,US,2019-05-14 09:30:00-04:00,2019-05-14 09:30:00-04:00,45.0831355257339,-1,US-AAPL-20190514-093000,2019-05-23 09:30:00-04:00,43.5063,1,Take Profit at Open,True,1,0.03497617251652394,,,0,0,False,0,0.3137658766546697,-0.0241305571988442,0.2811719491342017,0.0112001438601108,0.0078555617567486,-0.0317802341685127,1.315210668225692,1.3152106682256917,9
50,AMZN,US,2019-05-15 09:30:00-04:00,2019-05-15 09:30:00-04:00,91.42034845924378,1,US-AMZN-20190515-093000,2019-05-16 09:30:00-04:00,94.2734,1,Take Profit at Open,True,1,0.03120805804003399,,,0,0,False,0,0.2299349053460445,0.0080159445431355,-0.121167876572356,-0.0041535455083974,-0.0029427205016202,0.0131714107641167,1.8888938766857533,1.8888938766857533,1
51,NVDA,US,2019-05-15 09:30:00-04:00,2019-05-15 09:30:00-04:00,39.670624728685276,-1,US-NVDA-20190515-093000,2019-05-20 09:30:00-04:00,37.8897,1,Take Profit at Open,True,1,0.044892782527760806,,,0,0,False,0,0.3460916686153617,0.0080159445431355,-0.121167876572356,-0.0041535455083974,-0.0029427205016202,0.0131714107641167,1.577418730563404,1.5774187305634024,5
52,GOOG,US,2019-05-15 09:30:00-04:00,2019-05-15 09:30:00-04:00,55.87952790641785,-1,US-GOOG-20190515-093000,2019-05-15 09:30:00-04:00,58.2251,0,Stop loss at daily close,True,0,-0.0419755173578114,,,0,0,False,0,0.3149193089621067,0.0080159445431355,-0.121167876572356,-0.0041535455083974,-0.0029427205016202,0.0131714107641167,1.200555110819309,1.20055511081931,0
53,MSFT,US,2019-05-17 09:30:00-04:00,2019-05-17 09:30:00-04:00,122.78540573648887,-1,US-MSFT-20190517-093000,2019-05-31 09:30:00-04:00,118.9406,1,Take Profit at Open,True,1,0.03131321441198188,,,0,0,False,0,0.2407205699822855,0.0088952871206005,-0.0699513707327571,-0.0087171552900429,-0.0033297476339189,0.005793544142798,2.403525310886649,2.403525310886651,14
54,GOOG,US,2019-05-20 09:30:00-04:00,2019-05-20 09:30:00-04:00,57.21069222450256,-1,US-GOOG-20190520-093000,2019-05-31 09:30:00-04:00,55.0783,1,Take Profit at Open,True,1,0.037272617085889505,,,0,0,False,0,0.3481460671219735,-0.0058373333507619,0.043819494961774,-0.0081712062256809,0.0022273153564469,-0.0137936224367812,1.2859784485483556,1.2859784485483567,11
55,AMZN,US,2019-05-21 09:30:00-04:00,2019-05-21 09:30:00-04:00,93.71606707763672,-1,US-AMZN-20190521-093000,2019-05-23 09:30:00-04:00,90.9273,1,Take Profit at Close,True,1,0.029757619633423542,,,0,0,False,0,0.2547348565758087,-0.0067493779153879,0.0219297886565699,0.0012553751164672,-0.002063995082849,-0.0070323805538947,1.957302002329874,1.9573020023298733,2
56,NVDA,US,2019-05-21 09:30:00-04:00,2019-05-21 09:30:00-04:00,38.28040992119412,-1,US-NVDA-20190521-093000,2019-05-23 09:30:00-04:00,37.1413,1,Take Profit at Close,True,1,0.029756993813262335,,,0,0,False,0,0.3418305370666505,-0.0067493779153879,0.0219297886565699,0.0012553751164672,-0.002063995082849,-0.0070323805538947,1.5504652333457294,1.5504652333457265,2
57,AMZN,US,2019-05-24 09:30:00-04:00,2019-05-24 09:30:00-04:00,91.77155363273621,-1,US-AMZN-20190524-093000,2019-05-31 09:30:00-04:00,89.0407,1,Take Profit at Close,True,1,0.02975708184765959,,,0,0,False,0,0.2514829447723616,-0.0119141499452701,0.1471186492402674,0.0087940275258209,0.0112475949275983,-0.0197502007035402,1.9347403936193617,1.934740393619363,7
58,NVDA,US,2019-05-24 09:30:00-04:00,2019-05-24 09:30:00-04:00,36.77949760541659,1,US-NVDA-20190524-093000,2019-05-28 09:30:00-04:00,35.5819,0,Stop loss at daily close,True,0,-0.03256155421873455,,,0,0,False,0,0.3518009164041055,-0.0119141499452701,0.1471186492402674,0.0087940275258209,0.0112475949275983,-0.0197502007035402,1.4851563291559915,1.4851563291559895,4
59,AAPL,US,2019-05-28 09:30:00-04:00,2019-05-28 09:30:00-04:00,43.27169072132109,-1,US-AAPL-20190528-093000,2019-06-03 09:30:00-04:00,41.984,1,Take Profit at Close,True,1,0.029758271513218512,,,0,0,False,0,0.3357666432680234,0.0013535590072402,-0.0632387523640357,-0.0014010342152204,0.0008616998039447,0.0084788530734054,1.2451183623378943,1.2451183623378945,6
60,NVDA,US,2019-05-29 09:30:00-04:00,2019-05-29 09:30:00-04:00,35.12283425577052,1,US-NVDA-20190529-093000,2019-05-31 09:30:00-04:00,33.6666,0,Stop loss at daily close,True,0,-0.041461182920659805,,,0,0,False,0,0.3465496632881716,-0.0083756769229467,0.1041009197993012,-0.005066250974279,0.0071995027021103,-0.006663958310776,1.4261363435781234,1.4261363435781207,2
61,NVDA,US,2019-06-03 09:30:00-04:00,2019-06-03 09:30:00-04:00,33.77840224106218,-1,US-NVDA-20190603-093000,2019-06-04 09:30:00-04:00,35.5583,0,Stop loss at daily close,True,0,-0.0526933673841481,,,0,0,False,0,0.3144867378095416,-0.0131953728084784,0.0815028849476229,0.0145288428225434,0.012519912182952,-0.0134901608633151,1.3568871622797345,1.356887162279732,1
62,GOOG,US,2019-06-03 09:30:00-04:00,2019-06-03 09:30:00-04:00,53.26168277549744,-1,US-GOOG-20190603-093000,2019-06-18 09:30:00-04:00,55.4984,0,Stop Loss at Open,True,0,-0.041994865876290664,,,0,0,False,0,0.2322699838262244,-0.0131953728084784,0.0815028849476229,0.0145288428225434,0.012519912182952,-0.0134901608633151,1.116176046894458,1.1161760468944584,15
63,AAPL,US,2019-06-04 09:30:00-04:00,2019-06-04 09:30:00-04:00,42.43005334283309,-1,US-AAPL-20190604-093000,2019-06-05 09:30:00-04:00,44.5903,0,Stop Loss at Open,True,0,-0.05091312612105867,,,0,0,False,0,0.2744398751639614,-0.0027652403144732,0.0080171850998855,0.01294218234937,0.0066887273125679,0.0030638150136097,1.163560191147419,1.1635601911474176,1
64,MSFT,US,2019-06-05 09:30:00-04:00,2019-06-05 09:30:00-04:00,119.57006588592822,-1,US-MSFT-20190605-093000,2019-06-07 09:30:00-04:00,123.6893,0,Stop Loss at Open,True,0,-0.03445037922787132,,,0,0,False,0,0.2543369512952314,0.0214323705681931,-0.1002121546040522,0.0005292759265373,-0.0114016089889494,0.0262453085331797,2.4046180448348284,2.4046180448348284,2
65,AMZN,US,2019-06-05 09:30:00-04:00,2019-06-05 09:30:00-04:00,87.45813335609436,-1,US-AMZN-20190605-093000,2019-06-07 09:30:00-04:00,90.2241,0,Stop loss at daily close,True,0,-0.03162617972468881,,,0,0,False,0,0.2978957478037538,0.0214323705681931,-0.1002121546040522,0.0005292759265373,-0.0114016089889494,0.0262453085331797,2.069356879277048,2.069356879277046,2
66,NVDA,US,2019-06-05 09:30:00-04:00,2019-06-05 09:30:00-04:00,36.27866829580119,-1,US-NVDA-20190605-093000,2019-06-06 09:30:00-04:00,35.1729,1,Take Profit at Open,True,1,0.03047984801385805,,,0,0,False,0,0.4092966168468729,0.0214323705681931,-0.1002121546040522,0.0005292759265373,-0.0114016089889494,0.0262453085331797,1.4178790124406988,1.417879012440697,1
67,AAPL,US,2019-06-10 09:30:00-04:00,2019-06-10 09:30:00-04:00,46.38912999016922,-1,US-AAPL-20190610-093000,2019-06-18 09:30:00-04:00,48.019,0,Stop loss at daily close,True,0,-0.03513473975856378,,,0,0,False,0,0.3300576560736776,0.0104976974628947,0.0232265489514491,0.0026913693567918,0.0086515582875787,0.0100714172658542,1.204245903817946,1.2042459038179456,8
68,AMZN,US,2019-06-10 09:30:00-04:00,2019-06-10 09:30:00-04:00,91.07722347450256,-1,US-AMZN-20190610-093000,2019-06-11 09:30:00-04:00,94.186,0,Stop Loss at Open,True,0,-0.03413341345839074,,,0,0,False,0,0.2939842161493736,0.0104976974628947,0.0232265489514491,0.0026913693567918,0.0086515582875787,0.0100714172658542,2.067654084605475,2.067654084605474,1
